[2023-06-07T17:57:37.819+0300] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: templating.get_data scheduled__2023-06-04T00:00:00+00:00 [queued]>
[2023-06-07T17:57:37.847+0300] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: templating.get_data scheduled__2023-06-04T00:00:00+00:00 [queued]>
[2023-06-07T17:57:37.848+0300] {taskinstance.py:1308} INFO - Starting attempt 1 of 1
[2023-06-07T17:57:37.922+0300] {taskinstance.py:1327} INFO - Executing <Task(BashOperator): get_data> on 2023-06-04 00:00:00+00:00
[2023-06-07T17:57:37.936+0300] {standard_task_runner.py:57} INFO - Started process 25497 to run task
[2023-06-07T17:57:37.944+0300] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'templating', 'get_data', 'scheduled__2023-06-04T00:00:00+00:00', '--job-id', '58', '--raw', '--subdir', 'DAGS_FOLDER/templating.py', '--cfg-path', '/tmp/tmpda6_2ath']
[2023-06-07T17:57:37.949+0300] {standard_task_runner.py:85} INFO - Job 58: Subtask get_data
[2023-06-07T17:57:38.191+0300] {task_command.py:410} INFO - Running <TaskInstance: templating.get_data scheduled__2023-06-04T00:00:00+00:00 [running]> on host mutwiri
[2023-06-07T17:57:38.471+0300] {logging_mixin.py:149} WARNING - /home/mutwiri/***/***_env/lib/python3.10/site-packages/***/utils/context.py:205 AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
[2023-06-07T17:57:38.719+0300] {taskinstance.py:1545} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='templating' AIRFLOW_CTX_TASK_ID='get_data' AIRFLOW_CTX_EXECUTION_DATE='2023-06-04T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2023-06-04T00:00:00+00:00'
[2023-06-07T17:57:38.720+0300] {subprocess.py:63} INFO - Tmp dir root location: 
 /tmp
[2023-06-07T17:57:38.721+0300] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'curl -o /tmp/wikipageviews.gz https://dumps.wikimedia.org/other/pageviews/2023/2023-06/pageviews-20230604-000000.gz']
[2023-06-07T17:57:38.758+0300] {subprocess.py:86} INFO - Output:
[2023-06-07T17:57:39.207+0300] {subprocess.py:93} INFO -   % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
[2023-06-07T17:57:39.207+0300] {subprocess.py:93} INFO -                                  Dload  Upload   Total   Spent    Left  Speed
[2023-06-07T18:04:43.804+0300] {subprocess.py:93} INFO - 
  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0
  0     0    0     0    0     0      0      0 --:--:--  0:00:01 --:--:--     0
  0     0    0     0    0     0      0      0 --:--:--  0:00:02 --:--:--     0
  0 49.9M    0 65200    0     0  18387      0  0:47:25  0:00:03  0:47:22 18392
  0 49.9M    0 81584    0     0  19223      0  0:45:22  0:00:04  0:45:18 19227
  0 49.9M    0  239k    0     0  48211      0  0:18:05  0:00:05  0:18:00 48216
  0 49.9M    0  319k    0     0  55694      0  0:15:39  0:00:05  0:15:34 73182
 10 49.9M   10 5215k    0     0   115k      0  0:07:21  0:00:45  0:06:36  144k
 10 49.9M   10 5311k    0     0   115k      0  0:07:22  0:00:46  0:06:36  129k
 10 49.9M   10 5439k    0     0   116k      0  0:07:20  0:00:46  0:06:34  140k
 10 49.9M   10 5583k    0     0   116k      0  0:07:17  0:00:47  0:06:30  135k
 11 49.9M   11 5727k    0     0   117k      0  0:07:15  0:00:48  0:06:27  132k
 11 49.9M   11 5855k    0     0   116k      0  0:07:17  0:00:50  0:06:27  127k
 11 49.9M   11 5983k    0     0   117k      0  0:07:15  0:00:51  0:06:24  133k
 11 49.9M   11 6095k    0     0   117k      0  0:07:15  0:00:51  0:06:24  129k
 12 49.9M   12 6255k    0     0   117k      0  0:07:13  0:00:53  0:06:20  129k
 12 49.9M   12 6367k    0     0   118k      0  0:07:12  0:00:53  0:06:19  126k
 12 49.9M   12 6463k    0     0   117k      0  0:07:14  0:00:55  0:06:19  124k
 12 49.9M   12 6623k    0     0   118k      0  0:07:10  0:00:55  0:06:15  132k
 13 49.9M   13 6783k    0     0   119k      0  0:07:09  0:00:56  0:06:13  137k
 13 49.9M   13 6943k    0     0   120k      0  0:07:05  0:00:57  0:06:08  143k
 13 49.9M   13 7007k    0     0   118k      0  0:07:10  0:00:58  0:06:12  126k
 14 49.9M   14 7199k    0     0   119k      0  0:07:07  0:01:00  0:06:07  142k
 14 49.9M   14 7263k    0     0   119k      0  0:07:08  0:01:00  0:06:08  125k
 14 49.9M   14 7391k    0     0   119k      0  0:07:07  0:01:01  0:06:06  124k
 14 49.9M   14 7471k    0     0   118k      0  0:07:09  0:01:02  0:06:07  105k
 14 49.9M   14 7615k    0     0   119k      0  0:07:08  0:01:03  0:06:05  122k
 15 49.9M   15 7711k    0     0   118k      0  0:07:11  0:01:05  0:06:06  104k
 15 49.9M   15 7839k    0     0   118k      0  0:07:09  0:01:05  0:06:04  116k
 15 49.9M   15 7951k    0     0   118k      0  0:07:10  0:01:06  0:06:04  110k
 15 49.9M   15 8015k    0     0   117k      0  0:07:13  0:01:07  0:06:06  106k
 15 49.9M   15 8111k    0     0   117k      0  0:07:13  0:01:08  0:06:05  100k
 16 49.9M   16 8223k    0     0   117k      0  0:07:14  0:01:09  0:06:05  107k
 16 49.9M   16 8303k    0     0   116k      0  0:07:17  0:01:11  0:06:06 92800
 16 49.9M   16 8367k    0     0   116k      0  0:07:19  0:01:11  0:06:08 85556
 16 49.9M   16 8495k    0     0   115k      0  0:07:20  0:01:13  0:06:07 91701
 16 49.9M   16 8575k    0     0   115k      0  0:07:20  0:01:13  0:06:07 93715
 17 49.9M   17 8719k    0     0   116k      0  0:07:18  0:01:14  0:06:04   99k
 17 49.9M   17 8831k    0     0   116k      0  0:07:19  0:01:15  0:06:04  106k
 17 49.9M   17 8927k    0     0   116k      0  0:07:19  0:01:16  0:06:03  113k
 17 49.9M   17 9071k    0     0   116k      0  0:07:20  0:01:18  0:06:02  119k
 17 49.9M   17 9183k    0     0   116k      0  0:07:18  0:01:18  0:06:00  123k
 18 49.9M   18 9247k    0     0   115k      0  0:07:21  0:01:19  0:06:02  105k
 18 49.9M   18 9327k    0     0   115k      0  0:07:22  0:01:20  0:06:02  101k
 18 49.9M   18 9439k    0     0   115k      0  0:07:23  0:01:21  0:06:02  102k
 18 49.9M   18 9535k    0     0   114k      0  0:07:24  0:01:22  0:06:02 97824
 18 49.9M   18 9663k    0     0   114k      0  0:07:24  0:01:24  0:06:00 93462
 19 49.9M   19 9711k    0     0   114k      0  0:07:27  0:01:24  0:06:03 92691
 19 49.9M   19 9855k    0     0   114k      0  0:07:27  0:01:26  0:06:01   98k
 19 49.9M   19 9951k    0     0   114k      0  0:07:27  0:01:27  0:06:00 99053
 19 49.9M   19  9.8M    0     0   114k      0  0:07:25  0:01:27  0:05:58  111k
 19 49.9M   19  9.9M    0     0   113k      0  0:07:29  0:01:29  0:06:00 96500
 20 49.9M   20 10.0M    0     0   114k      0  0:07:25  0:01:29  0:05:56  120k
 20 49.9M   20 10.2M    0     0   114k      0  0:07:24  0:01:30  0:05:54  127k
 20 49.9M   20 10.2M    0     0   114k      0  0:07:26  0:01:32  0:05:54  116k
 20 49.9M   20 10.3M    0     0   113k      0  0:07:30  0:01:33  0:05:57 92818
 20 49.9M   20 10.4M    0     0   113k      0  0:07:30  0:01:33  0:05:57  109k
 20 49.9M   20 10.4M    0     0   112k      0  0:07:32  0:01:35  0:05:57 83706
 21 49.9M   21 10.6M    0     0   113k      0  0:07:29  0:01:35  0:05:54 91732
 21 49.9M   21 10.7M    0     0   113k      0  0:07:30  0:01:36  0:05:54 96154
 21 49.9M   21 10.8M    0     0   113k      0  0:07:31  0:01:37  0:05:54  109k
 21 49.9M   21 10.9M    0     0   112k      0  0:07:32  0:01:38  0:05:54  103k
 22 49.9M   22 10.9M    0     0   112k      0  0:07:33  0:01:39  0:05:54  112k
 22 49.9M   22 11.0M    0     0   112k      0  0:07:34  0:01:40  0:05:54 91732
 22 49.9M   22 11.1M    0     0   112k      0  0:07:34  0:01:41  0:05:53 94989
 22 49.9M   22 11.2M    0     0   111k      0  0:07:37  0:01:42  0:05:55 85350
 22 49.9M   22 11.3M    0     0   111k      0  0:07:38  0:01:43  0:05:55 85094
 22 49.9M   22 11.3M    0     0   111k      0  0:07:39  0:01:44  0:05:55 81920
 23 49.9M   23 11.4M    0     0   111k      0  0:07:39  0:01:45  0:05:54 85333
 23 49.9M   23 11.5M    0     0   110k      0  0:07:40  0:01:46  0:05:54 85094
 23 49.9M   23 11.6M    0     0   110k      0  0:07:41  0:01:47  0:05:54 91750
 23 49.9M   23 11.7M    0     0   110k      0  0:07:42  0:01:48  0:05:54 91860
 23 49.9M   23 11.8M    0     0   110k      0  0:07:42  0:01:49  0:05:53 94989
 23 49.9M   23 11.9M    0     0   110k      0  0:07:43  0:01:50  0:05:53 94989
 24 49.9M   24 12.0M    0     0   110k      0  0:07:43  0:01:51  0:05:52 95160
 24 49.9M   24 12.1M    0     0   110k      0  0:07:44  0:01:52  0:05:52 98890
 24 49.9M   24 12.2M    0     0   110k      0  0:07:43  0:01:53  0:05:50  103k
 24 49.9M   24 12.3M    0     0   109k      0  0:07:46  0:01:55  0:05:51 95411
 25 49.9M   25 12.5M    0     0   110k      0  0:07:41  0:01:55  0:05:46  118k
 25 49.9M   25 12.6M    0     0   110k      0  0:07:41  0:01:56  0:05:45  123k
 25 49.9M   25 12.7M    0     0   111k      0  0:07:39  0:01:57  0:05:42  137k
 25 49.9M   25 12.8M    0     0   110k      0  0:07:40  0:01:58  0:05:42  126k
 26 49.9M   26 12.9M    0     0   110k      0  0:07:42  0:02:00  0:05:42  129k
 26 49.9M   26 13.0M    0     0   110k      0  0:07:41  0:02:00  0:05:41  115k
 26 49.9M   26 13.2M    0     0   111k      0  0:07:39  0:02:01  0:05:38  122k
 26 49.9M   26 13.2M    0     0   110k      0  0:07:41  0:02:02  0:05:39   99k
 26 49.9M   26 13.3M    0     0   110k      0  0:07:42  0:02:04  0:05:38  100k
 26 49.9M   26 13.4M    0     0   110k      0  0:07:44  0:02:05  0:05:39   99k
 27 49.9M   27 13.5M    0     0   109k      0  0:07:45  0:02:06  0:05:39 87334
 27 49.9M   27 13.6M    0     0   110k      0  0:07:43  0:02:06  0:05:37 92026
 27 49.9M   27 13.7M    0     0   110k      0  0:07:43  0:02:07  0:05:36  101k
 27 49.9M   27 13.9M    0     0   110k      0  0:07:42  0:02:08  0:05:34  108k
 28 49.9M   28 13.9M    0     0   110k      0  0:07:42  0:02:09  0:05:33  119k
 28 49.9M   28 14.1M    0     0   110k      0  0:07:44  0:02:11  0:05:33  120k
 28 49.9M   28 14.2M    0     0   109k      0  0:07:45  0:02:12  0:05:33   98k
 28 49.9M   28 14.3M    0     0   110k      0  0:07:43  0:02:12  0:05:31  108k
 28 49.9M   28 14.3M    0     0   110k      0  0:07:44  0:02:13  0:05:31  101k
 29 49.9M   29 14.4M    0     0   109k      0  0:07:44  0:02:14  0:05:30 99745
 29 49.9M   29 14.5M    0     0   109k      0  0:07:45  0:02:15  0:05:30  104k
 29 49.9M   29 14.6M    0     0   109k      0  0:07:45  0:02:16  0:05:29  111k
 29 49.9M   29 14.8M    0     0   109k      0  0:07:45  0:02:18  0:05:27   99k
 29 49.9M   29 14.8M    0     0   109k      0  0:07:45  0:02:18  0:05:27  101k
 30 49.9M   30 15.0M    0     0   109k      0  0:07:45  0:02:20  0:05:25  106k
 30 49.9M   30 15.1M    0     0   109k      0  0:07:45  0:02:21  0:05:24  106k
 30 49.9M   30 15.2M    0     0   109k      0  0:07:45  0:02:21  0:05:24  109k
 30 49.9M   30 15.2M    0     0   109k      0  0:07:46  0:02:22  0:05:24  100k
 30 49.9M   30 15.4M    0     0   109k      0  0:07:45  0:02:23  0:05:22  109k
 30 49.9M   30 15.4M    0     0   109k      0  0:07:47  0:02:24  0:05:23 98188
 31 49.9M   31 15.5M    0     0   109k      0  0:07:47  0:02:25  0:05:22   97k
 31 49.9M   31 15.6M    0     0   108k      0  0:07:49  0:02:27  0:05:22 85896
 31 49.9M   31 15.7M    0     0   109k      0  0:07:48  0:02:28  0:05:20 96965
 31 49.9M   31 15.8M    0     0   108k      0  0:07:48  0:02:28  0:05:20 87649
 31 49.9M   31 15.9M    0     0   108k      0  0:07:50  0:02:30  0:05:20 89873
 32 49.9M   32 15.9M    0     0   108k      0  0:07:51  0:02:31  0:05:20 85283
 32 49.9M   32 16.0M    0     0   108k      0  0:07:51  0:02:31  0:05:20 95447
 32 49.9M   32 16.2M    0     0   108k      0  0:07:51  0:02:33  0:05:18 93789
 32 49.9M   32 16.2M    0     0   107k      0  0:07:53  0:02:34  0:05:19 79134
 32 49.9M   32 16.4M    0     0   108k      0  0:07:51  0:02:34  0:05:17  106k
 33 49.9M   33 16.4M    0     0   108k      0  0:07:51  0:02:35  0:05:16  106k
 33 49.9M   33 16.6M    0     0   108k      0  0:07:51  0:02:36  0:05:15  108k
 33 49.9M   33 16.6M    0     0   108k      0  0:07:52  0:02:37  0:05:15 99048
 33 49.9M   33 16.7M    0     0   107k      0  0:07:54  0:02:39  0:05:15  102k
 33 49.9M   33 16.8M    0     0   107k      0  0:07:54  0:02:40  0:05:14 84453
 33 49.9M   33 16.9M    0     0   107k      0  0:07:54  0:02:40  0:05:14 91384
 34 49.9M   34 17.0M    0     0   107k      0  0:07:54  0:02:41  0:05:13 88173
 34 49.9M   34 17.1M    0     0   107k      0  0:07:54  0:02:42  0:05:12 93956
 34 49.9M   34 17.2M    0     0   107k      0  0:07:55  0:02:43  0:05:12  101k
 34 49.9M   34 17.3M    0     0   107k      0  0:07:56  0:02:45  0:05:11 97730
 34 49.9M   34 17.4M    0     0   107k      0  0:07:55  0:02:46  0:05:09 97374
 35 49.9M   35 17.4M    0     0   107k      0  0:07:57  0:02:46  0:05:11 89652
 35 49.9M   35 17.6M    0     0   107k      0  0:07:55  0:02:47  0:05:08  104k
 35 49.9M   35 17.7M    0     0   107k      0  0:07:56  0:02:49  0:05:07 98554
 35 49.9M   35 17.7M    0     0   107k      0  0:07:56  0:02:49  0:05:07  106k
 35 49.9M   35 17.8M    0     0   106k      0  0:07:58  0:02:51  0:05:07 88853
 36 49.9M   36 18.0M    0     0   107k      0  0:07:56  0:02:52  0:05:04  113k
 36 49.9M   36 18.1M    0     0   107k      0  0:07:56  0:02:53  0:05:03 98236
 36 49.9M   36 18.2M    0     0   107k      0  0:07:55  0:02:54  0:05:01  113k
 36 49.9M   36 18.3M    0     0   107k      0  0:07:55  0:02:54  0:05:01  117k
 37 49.9M   37 18.4M    0     0   107k      0  0:07:56  0:02:56  0:05:00  125k
 37 49.9M   37 18.5M    0     0   107k      0  0:07:56  0:02:56  0:05:00  104k
 37 49.9M   37 18.6M    0     0   107k      0  0:07:56  0:02:57  0:04:59  113k
 37 49.9M   37 18.8M    0     0   107k      0  0:07:54  0:02:58  0:04:56  120k
 37 49.9M   37 18.9M    0     0   107k      0  0:07:53  0:02:59  0:04:54  120k
 38 49.9M   38 19.0M    0     0   107k      0  0:07:54  0:03:00  0:04:54  121k
 38 49.9M   38 19.1M    0     0   107k      0  0:07:54  0:03:01  0:04:53  124k
 38 49.9M   38 19.2M    0     0   107k      0  0:07:53  0:03:03  0:04:50  130k
 38 49.9M   38 19.4M    0     0   108k      0  0:07:52  0:03:03  0:04:49  125k
 39 49.9M   39 19.5M    0     0   108k      0  0:07:51  0:03:04  0:04:47  124k
 39 49.9M   39 19.6M    0     0   108k      0  0:07:51  0:03:05  0:04:46  135k
 39 49.9M   39 19.7M    0     0   108k      0  0:07:51  0:03:07  0:04:44  130k
 39 49.9M   39 19.9M    0     0   108k      0  0:07:51  0:03:08  0:04:43  118k
 40 49.9M   40 20.0M    0     0   108k      0  0:07:50  0:03:08  0:04:42  120k
 40 49.9M   40 20.1M    0     0   108k      0  0:07:50  0:03:09  0:04:41  121k
 40 49.9M   40 20.2M    0     0   108k      0  0:07:50  0:03:10  0:04:40  113k
 40 49.9M   40 20.3M    0     0   108k      0  0:07:49  0:03:11  0:04:38  125k
 41 49.9M   41 20.4M    0     0   108k      0  0:07:49  0:03:12  0:04:37  130k
 41 49.9M   41 20.5M    0     0   108k      0  0:07:50  0:03:13  0:04:37  109k
 41 49.9M   41 20.7M    0     0   108k      0  0:07:49  0:03:14  0:04:35  112k
 41 49.9M   41 20.7M    0     0   108k      0  0:07:50  0:03:15  0:04:35  114k
 41 49.9M   41 20.9M    0     0   108k      0  0:07:49  0:03:16  0:04:33  117k
 42 49.9M   42 21.0M    0     0   109k      0  0:07:48  0:03:17  0:04:31  117k
 42 49.9M   42 21.1M    0     0   108k      0  0:07:49  0:03:19  0:04:30  120k
 42 49.9M   42 21.3M    0     0   109k      0  0:07:47  0:03:19  0:04:28  127k
 42 49.9M   42 21.3M    0     0   109k      0  0:07:48  0:03:20  0:04:28  122k
 43 49.9M   43 21.5M    0     0   109k      0  0:07:48  0:03:21  0:04:27  116k
 43 49.9M   43 21.6M    0     0   108k      0  0:07:49  0:03:23  0:04:26  106k
 43 49.9M   43 21.7M    0     0   108k      0  0:07:48  0:03:23  0:04:25  113k
 43 49.9M   43 21.7M    0     0   108k      0  0:07:50  0:03:25  0:04:25 87102
 43 49.9M   43 21.8M    0     0   108k      0  0:07:51  0:03:26  0:04:25 88069
 44 49.9M   44 22.0M    0     0   109k      0  0:07:48  0:03:27  0:04:21  107k
 44 49.9M   44 22.1M    0     0   109k      0  0:07:48  0:03:27  0:04:21  116k
 44 49.9M   44 22.2M    0     0   109k      0  0:07:47  0:03:28  0:04:19  119k
 44 49.9M   44 22.3M    0     0   109k      0  0:07:48  0:03:30  0:04:18  127k
 45 49.9M   45 22.4M    0     0   109k      0  0:07:48  0:03:30  0:04:18  137k
 45 49.9M   45 22.5M    0     0   108k      0  0:07:48  0:03:31  0:04:17  103k
 45 49.9M   45 22.6M    0     0   108k      0  0:07:48  0:03:32  0:04:16  104k
 45 49.9M   45 22.7M    0     0   108k      0  0:07:50  0:03:33  0:04:17 88349
 45 49.9M   45 22.8M    0     0   108k      0  0:07:50  0:03:35  0:04:15 96591
 45 49.9M   45 22.8M    0     0   108k      0  0:07:50  0:03:35  0:04:15 85659
 46 49.9M   46 23.0M    0     0   108k      0  0:07:50  0:03:36  0:04:14 98009
 46 49.9M   46 23.1M    0     0   108k      0  0:07:51  0:03:38  0:04:13 87341
 46 49.9M   46 23.1M    0     0   108k      0  0:07:52  0:03:39  0:04:13 89078
 46 49.9M   46 23.3M    0     0   108k      0  0:07:50  0:03:39  0:04:11  101k
 46 49.9M   46 23.4M    0     0   108k      0  0:07:49  0:03:40  0:04:09  118k
 47 49.9M   47 23.5M    0     0   108k      0  0:07:50  0:03:41  0:04:09  102k
 47 49.9M   47 23.5M    0     0   108k      0  0:07:51  0:03:42  0:04:09  103k
 47 49.9M   47 23.6M    0     0   108k      0  0:07:52  0:03:44  0:04:08  108k
 47 49.9M   47 23.7M    0     0   108k      0  0:07:52  0:03:44  0:04:08 90986
 47 49.9M   47 23.8M    0     0   108k      0  0:07:52  0:03:45  0:04:07 81302
 47 49.9M   47 23.9M    0     0   107k      0  0:07:53  0:03:47  0:04:06 82670
 48 49.9M   48 24.0M    0     0   108k      0  0:07:52  0:03:47  0:04:05  103k
 48 49.9M   48 24.1M    0     0   108k      0  0:07:53  0:03:49  0:04:04  100k
 48 49.9M   48 24.2M    0     0   108k      0  0:07:52  0:03:49  0:04:03  114k
 48 49.9M   48 24.4M    0     0   108k      0  0:07:52  0:03:50  0:04:02  116k
 49 49.9M   49 24.4M    0     0   108k      0  0:07:52  0:03:51  0:04:01  124k
 49 49.9M   49 24.5M    0     0   108k      0  0:07:52  0:03:53  0:03:59  100k
 49 49.9M   49 24.7M    0     0   108k      0  0:07:52  0:03:54  0:03:58  108k
 49 49.9M   49 24.7M    0     0   108k      0  0:07:52  0:03:54  0:03:58   99k
 49 49.9M   49 24.8M    0     0   107k      0  0:07:53  0:03:55  0:03:58 98304
 50 49.9M   50 24.9M    0     0   107k      0  0:07:53  0:03:56  0:03:57   98k
 50 49.9M   50 25.0M    0     0   107k      0  0:07:53  0:03:58  0:03:55  102k
 50 49.9M   50 25.2M    0     0   108k      0  0:07:52  0:03:58  0:03:54  111k
 50 49.9M   50 25.3M    0     0   108k      0  0:07:52  0:03:59  0:03:53  114k
 51 49.9M   51 25.4M    0     0   108k      0  0:07:52  0:04:01  0:03:51  111k
 51 49.9M   51 25.5M    0     0   108k      0  0:07:51  0:04:01  0:03:50  125k
 51 49.9M   51 25.7M    0     0   108k      0  0:07:51  0:04:02  0:03:49  131k
 51 49.9M   51 25.8M    0     0   108k      0  0:07:52  0:04:04  0:03:48  114k
 52 49.9M   52 25.9M    0     0   108k      0  0:07:50  0:04:04  0:03:46  125k
 52 49.9M   52 26.0M    0     0   108k      0  0:07:50  0:04:05  0:03:45  136k
